"","query","kingdom","phylum","class","order","family","genus","species","community"
"2070","M03493:516:000000000-L4LRP:1:1104:20284:21288","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"2071","M03493:516:000000000-L4LRP:1:2114:14192:28967","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"2072","M03493:516:000000000-L4LRP:1:2113:15829:9363","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"2073","M03493:516:000000000-L4LRP:1:1113:11572:14197","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"2074","M03493:516:000000000-L4LRP:1:1106:24343:21140","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys","Fibulochlamys_chilensis","fungi"
"2075","M03493:516:000000000-L4LRP:1:1105:3968:17704","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2076","M03493:516:000000000-L4LRP:1:1108:17205:3809","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Archaeospora","Archaeospora_trappei","fungi"
"2077","M03493:516:000000000-L4LRP:1:2103:22618:20160","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"2078","M03493:516:000000000-L4LRP:1:1102:17657:22678","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2079","M03493:516:000000000-L4LRP:1:1108:20453:25282","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2080","M03493:516:000000000-L4LRP:1:1101:17987:20370","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2081","M03493:516:000000000-L4LRP:1:1101:7470:15254","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2082","M03493:516:000000000-L4LRP:1:2114:13576:1540","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2083","M03493:516:000000000-L4LRP:1:2113:14028:11424","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2084","M03493:516:000000000-L4LRP:1:1101:9654:18126","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2085","M03493:516:000000000-L4LRP:1:1101:9163:23702","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2086","M03493:516:000000000-L4LRP:1:1113:23054:16344","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2087","M03493:516:000000000-L4LRP:1:1101:28322:21149","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2088","M03493:516:000000000-L4LRP:1:1113:13338:8545","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2089","M03493:516:000000000-L4LRP:1:1105:12612:23689","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2090","M03493:516:000000000-L4LRP:1:1106:12109:28618","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2091","M03493:516:000000000-L4LRP:1:1105:7706:24015","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","unassigned","unassigned","fungi"
"2092","M03493:516:000000000-L4LRP:1:2103:10254:9564","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_zeae","fungi"
"2093","M03493:516:000000000-L4LRP:1:2106:23339:12825","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_changbaiensis","fungi"
"2094","M03493:516:000000000-L4LRP:1:2114:9416:10969","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2095","M03493:516:000000000-L4LRP:1:1105:28027:14468","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2096","M03493:516:000000000-L4LRP:1:1104:19262:16170","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","unassigned","unassigned","fungi"
"2097","M03493:516:000000000-L4LRP:1:2106:17840:2822","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2098","M03493:516:000000000-L4LRP:1:2110:25386:24504","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2099","M03493:516:000000000-L4LRP:1:1104:19723:9959","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_zsoltii_var._yunnanensis","fungi"
"2100","M03493:516:000000000-L4LRP:1:1102:6983:10792","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_oryzae","fungi"
"2101","M03493:516:000000000-L4LRP:1:1110:12932:1927","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_tropicalis","fungi"
"2102","M03493:516:000000000-L4LRP:1:1110:9397:11853","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_zsoltii_var._yunnanensis","fungi"
"2103","M03493:516:000000000-L4LRP:1:1104:23283:21001","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","unassigned","unassigned","fungi"
"2104","M03493:516:000000000-L4LRP:1:2104:8688:5926","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"2105","M03493:516:000000000-L4LRP:1:1101:23332:23598","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","unassigned","unassigned","fungi"
"2106","M03493:516:000000000-L4LRP:1:1113:9432:18552","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2107","M03493:516:000000000-L4LRP:1:1102:24787:18539","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcales_fam_Incertae_sedis","Pseudosclerococcum","Pseudosclerococcum_golindoi","fungi"
"2108","M03493:516:000000000-L4LRP:1:2106:6835:25062","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","unassigned","fungi"
"2109","M03493:516:000000000-L4LRP:1:1101:18728:21169","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2110","M03493:516:000000000-L4LRP:1:1103:3530:15491","Fungi","Ascomycota","Dothideomycetes","Capnodiales","unassigned","unassigned","unassigned","fungi"
"2111","M03493:516:000000000-L4LRP:1:1112:12548:10082","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2112","M03493:516:000000000-L4LRP:1:1101:8594:4090","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2113","M03493:516:000000000-L4LRP:1:2105:27568:15754","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2114","M03493:516:000000000-L4LRP:1:1109:15008:7842","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2115","M03493:516:000000000-L4LRP:1:1112:16752:19613","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Comoclathris","unassigned","fungi"
"2116","M03493:516:000000000-L4LRP:1:1108:16289:4518","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","unassigned","unassigned","fungi"
"2117","M03493:516:000000000-L4LRP:1:1107:12246:12698","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnum","Lachnum_fuscescens","fungi"
"2118","M03493:516:000000000-L4LRP:1:2108:6537:23767","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unassigned","unassigned","unassigned","fungi"
"2119","M03493:516:000000000-L4LRP:1:1108:18659:13821","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Cyathicula","Cyathicula_culmicola","fungi"
"2120","M03493:516:000000000-L4LRP:1:2108:28188:14865","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola","Leohumicola_minima","fungi"
"2121","M03493:516:000000000-L4LRP:1:1109:14682:10920","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola","Leohumicola_verrucosa","fungi"
"2122","M03493:516:000000000-L4LRP:1:1113:26064:16455","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Calycina","unassigned","fungi"
"2123","M03493:516:000000000-L4LRP:1:1103:23595:7626","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2124","M03493:516:000000000-L4LRP:1:1103:3831:15951","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","unassigned","fungi"
"2125","M03493:516:000000000-L4LRP:1:1103:13004:28709","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Tylospora","unassigned","fungi"
"2126","M03493:516:000000000-L4LRP:1:1106:27468:12874","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Neodendryphiella","Neodendryphiella_mali","fungi"
"2127","M03493:516:000000000-L4LRP:1:1109:17978:16916","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cadophora","Cadophora_luteo-olivacea","fungi"
"2128","M03493:516:000000000-L4LRP:1:2110:3656:16652","Fungi","Ascomycota","Leotiomycetes","Phacidiales","Phacidiaceae","Gremmenia","Gremmenia_infestans","fungi"
"2129","M03493:516:000000000-L4LRP:1:1101:13366:14133","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae","Roussoella","Roussoella_thailandica","fungi"
"2130","M03493:516:000000000-L4LRP:1:1108:23856:12299","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2131","M03493:516:000000000-L4LRP:1:1102:26339:8696","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"2132","M03493:516:000000000-L4LRP:1:1109:11667:26386","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2133","M03493:516:000000000-L4LRP:1:1110:8345:11610","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2134","M03493:516:000000000-L4LRP:1:1105:26465:8751","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Apseudocercosporella","Apseudocercosporella_trigonotidis","fungi"
"2135","M03493:516:000000000-L4LRP:1:2111:28373:9725","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Tylospora","unassigned","fungi"
"2136","M03493:516:000000000-L4LRP:1:1108:14101:16003","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Tylospora","unassigned","fungi"
"2137","M03493:516:000000000-L4LRP:1:1101:11554:17879","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Tylospora","unassigned","fungi"
"2138","M03493:516:000000000-L4LRP:1:1108:16237:9163","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unassigned","fungi"
"2139","M03493:516:000000000-L4LRP:1:1102:13858:24054","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2140","M03493:516:000000000-L4LRP:1:1112:21931:18901","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"2141","M03493:516:000000000-L4LRP:1:1102:21610:11060","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2142","M03493:516:000000000-L4LRP:1:1109:7788:23617","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Lapidomyces","unassigned","fungi"
"2143","M03493:516:000000000-L4LRP:1:1114:25409:14910","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","Toxicocladosporium_chlamydosporum","fungi"
"2144","M03493:516:000000000-L4LRP:1:1108:20639:15585","Fungi","Ascomycota","Sordariomycetes","Sordariales","unassigned","unassigned","unassigned","fungi"
"2145","M03493:516:000000000-L4LRP:1:1101:10262:8322","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"2146","M03493:516:000000000-L4LRP:1:1114:19935:11767","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unassigned","fungi"
"2147","M03493:516:000000000-L4LRP:1:1101:23014:14421","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","unassigned","fungi"
"2148","M03493:516:000000000-L4LRP:1:1101:21365:5766","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_dactylis","fungi"
"2149","M03493:516:000000000-L4LRP:1:1101:27301:21503","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","Keissleriella_quadriseptata","fungi"
"2150","M03493:516:000000000-L4LRP:1:1104:26896:12450","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"2151","M03493:516:000000000-L4LRP:1:1105:13310:18417","Fungi","Ascomycota","Lecanoromycetes","Candelariales","Candelariaceae","Candelariella","unassigned","fungi"
"2152","M03493:516:000000000-L4LRP:1:1101:7712:11350","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium_curvisporum","fungi"
"2153","M03493:516:000000000-L4LRP:1:2101:7290:22683","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unassigned","unassigned","fungi"
"2154","M03493:516:000000000-L4LRP:1:1107:5704:6773","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae","fungi"
"2155","M03493:516:000000000-L4LRP:1:2109:23746:21038","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","unassigned","fungi"
"2156","M03493:516:000000000-L4LRP:1:1111:24030:22609","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_grisea","fungi"
"2157","M03493:516:000000000-L4LRP:1:1111:27301:16434","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae","Bartalinia","unassigned","fungi"
"2158","M03493:516:000000000-L4LRP:1:1114:21945:4329","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2159","M03493:516:000000000-L4LRP:1:1101:13691:1496","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2160","M03493:516:000000000-L4LRP:1:1104:20179:12550","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2161","M03493:516:000000000-L4LRP:1:1111:9336:23345","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Verrucocladosporium","Verrucocladosporium_dirinae","fungi"
"2162","M03493:516:000000000-L4LRP:1:2104:7936:17421","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae","Bartalinia","unassigned","fungi"
"2163","M03493:516:000000000-L4LRP:1:1106:14796:11697","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unassigned","fungi"
"2164","M03493:516:000000000-L4LRP:1:1107:24630:24419","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2165","M03493:516:000000000-L4LRP:1:2111:25287:18174","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Xanthoria","Xanthoria_ectaneoides","fungi"
"2166","M03493:516:000000000-L4LRP:1:2104:14285:13766","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"2167","M03493:516:000000000-L4LRP:1:1107:20243:19785","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","unassigned","fungi"
"2168","M03493:516:000000000-L4LRP:1:1106:7604:10092","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","unassigned","unassigned","fungi"
"2169","M03493:516:000000000-L4LRP:1:1106:17098:3598","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2170","M03493:516:000000000-L4LRP:1:1109:19823:6382","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2171","M03493:516:000000000-L4LRP:1:1111:26263:18822","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_persica","fungi"
"2172","M03493:516:000000000-L4LRP:1:1101:16012:12407","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2173","M03493:516:000000000-L4LRP:1:2114:27091:22201","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Robillarda","Robillarda_sessilis","fungi"
"2174","M03493:516:000000000-L4LRP:1:2104:15809:9389","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unassigned","unassigned","unassigned","fungi"
"2175","M03493:516:000000000-L4LRP:1:1107:22701:18183","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_lobatum","fungi"
"2176","M03493:516:000000000-L4LRP:1:1103:10852:18895","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraconiothyrium","unassigned","fungi"
"2177","M03493:516:000000000-L4LRP:1:1105:14609:11789","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","fungi"
"2178","M03493:516:000000000-L4LRP:1:1106:16876:27702","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"2179","M03493:516:000000000-L4LRP:1:1113:22258:12138","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Platystomum","Platystomum_crataegi","fungi"
"2180","M03493:516:000000000-L4LRP:1:1107:21209:3201","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unassigned","fungi"
"2181","M03493:516:000000000-L4LRP:1:1110:13922:19570","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_dubia","fungi"
