"finest_name","kingdom","phylum","class","order","family","genus","species","community"
"Agaricales::Cluster_150","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"Hannaella luteola::Cluster_218","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella luteola","fungi"
"Sordariomycetes::Cluster_979","Fungi","Ascomycota","Sordariomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"Chloridium aseptatum::Cluster_291","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium aseptatum","fungi"
"Chloridium aseptatum::Cluster_154","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium aseptatum","fungi"
"Drechslera::Cluster_43","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Drechslera","unassigned","fungi"
"Orbiliaceae::Cluster_671","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","unassigned","unassigned","fungi"
"Fungi::Cluster_334","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Conlarium::Cluster_276","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales fam_Incertae_sedis","Conlarium","unassigned","fungi"
"Ascomycota::Cluster_88","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Stachylidium::Cluster_283","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Stachylidium","unassigned","fungi"
"Fungi::Cluster_226","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Sporormiaceae::Cluster_126","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unassigned","unassigned","fungi"
"Sporormiaceae::Cluster_39","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unassigned","unassigned","fungi"
